name,description,coordinates
CELDA CRUZ QUEMADA - CELDA CHIANTLA,"CELDA CRUZ QUEMADA(HSBAGTCQ) - CELDA CHIANTLA(HCHIGTCI)
700Mbps
47.06%","[(15.3711, -91.67389999999999), (15.3559, -91.45779999999999)]"
CELDA VALENTON - CELDA SAN MARTIN CUCHUMATAN,"CELDA VALENTON(HSCHGTVA) - CELDA SAN MARTIN CUCHUMATAN(HTSCGTSM)
10,000Mbps
6.54%","[(15.5853, -91.692472222222), (15.577222222222, -91.670138888889)]"
CELDA HUEHUETENANGO II - ZACULEU,"CELDA HUEHUETENANGO II(HUEHGTH2) - ZACULEU(HUEHGTZA)
10,000Mbps
23.14%","[(15.308055555556, -91.494444444444), (15.326819444444, -91.514530555556)]"
CELDA JACALTENANGO - CELDA SAN MARTIN CUCHUMATAN,"CELDA JACALTENANGO(HJACGTJC) - CELDA SAN MARTIN CUCHUMATAN(HTSCGTSM)
10,000Mbps
17.67%","[(15.6633, -91.7134), (15.577222222222, -91.670138888889)]"
CELDA JACALTENANGO - CELDA JACALTENANGO - CONCEPCION HUISTA,"CELDA JACALTENANGO(HJACGTJC) - CELDA JACALTENANGO - CONCEPCION HUISTA(HJACGTJO)
10,000Mbps
5.52%","[(15.6633, -91.7134), (15.647375, -91.684333333333)]"
MALACATANCITO - CELDA LLANO DE LAS TEJAS,"MALACATANCITO(HMALGTMA) - CELDA LLANO DE LAS TEJAS(HMALGTLT)
10,000Mbps
6.93%","[(15.244583333333, -91.494444444444), (15.234788888889, -91.50775)]"
CELDA CUATRO CAMINOS NENTON - CELDA SANTA ANA HUISTA,"CELDA CUATRO CAMINOS NENTON(HAHUGTCC) - CELDA SANTA ANA HUISTA(HAHUGTSN)
10,000Mbps
65.2%","[(15.711944444444, -91.884777777778), (15.682311111111, -91.820430555556)]"
CELDA CHAPALA CUILCO - CELDA CUILCO,"CELDA CHAPALA CUILCO(HCUIGTCC) - CELDA CUILCO(HCUIGTCI)
764Mbps
6.33%","[(15.3978, -91.93529999999998), (15.4068, -91.9445)]"
CELDA NEBAJ II - CELDA TZALBAL,"CELDA NEBAJ II(KNEBGTN2) - CELDA TZALBAL(KNEBGTTZ)
100Mbps
13.92%","[(15.427305555556, -91.16025), (15.45975, -91.211416666667)]"
CELDA LILILLA - CANILLA,"CELDA LILILLA(KCANGTLI) - CANILLA(KCANGTCA)
10,000Mbps
5.46%","[(15.1606, -90.8894), (15.165, -90.85055555555599)]"
CELDA CAMOJAITO - LA DEMOCRACIA HUEHUETENANGO,"CELDA CAMOJAITO(HDEMGTCM) - LA DEMOCRACIA HUEHUETENANGO(HDEMGTDE)
10,000Mbps
3.3%","[(15.615166666667, -91.86322222222199), (15.6246, -91.8856)]"
CELDA NIYA SANTIAGO - CELDA SAN PEDRO NECTA,"CELDA NIYA SANTIAGO(HCOLGTNS) - CELDA SAN PEDRO NECTA(HSIIGTSP)
728Mbps
7.79%","[(15.477833333333, -91.725416666667), (15.486083333333, -91.771222222222)]"
CELDA GRACIAS A DIOS - CELDA TRINIDAD,"CELDA GRACIAS A DIOS(HNENGTGD) - CELDA TRINIDAD(HNENGTLT)
10,000Mbps
4.7%","[(16.038472222222, -91.745388888889), (16.015972222222, -91.68744444444398)]"
CELDA GRACIAS A DIOS - CERRO SIETE CERROS,"CELDA GRACIAS A DIOS(HNENGTGD) - CERRO SIETE CERROS(HSPNGTSC)
728Mbps
0.04%","[(16.038472222222, -91.745388888889), (15.524722222222, -91.747777777778)]"
SAN SEBASTIAN HUEHUETENANGO - CELDA SAN RAFAEL PETZAL II,"SAN SEBASTIAN HUEHUETENANGO(HSSHGTSS) - CELDA SAN RAFAEL PETZAL II(HSRPGTS2)
728Mbps
17.74%","[(15.392277777778, -91.609777777778), (15.3924, -91.655097222222)]"
MSAN SAN RAFAEL LAS FLORES - MATAQUESCUINTLA,"MSAN SAN RAFAEL LAS FLORES(OSRFGTMA) - MATAQUESCUINTLA(LMATGTMA)
1,000Mbps
25.21%","[(14.475447222222, -90.18132777777798), (14.52675, -90.188861111111)]"
CELDA EL AMATON - CELDA QUEZADA,"CELDA EL AMATON(JQUEGTAM) - CELDA QUEZADA(JQUEGTQE)
10,000Mbps
1.4%","[(14.242111111111, -90.028555555556), (14.27, -90.0299)]"
CELDA EL ESCOBAL SAN MIGUEL - CELDA PINO DULCE,"CELDA EL ESCOBAL SAN MIGUEL(LMATGTEE) - CELDA PINO DULCE(LMATGTPD)
1,800Mbps
23.22%","[(14.586638888889, -90.216805555556), (14.5427, -90.1608)]"
CELDA ASUNCION MITA II COUBICADO - ASUNCION MITA,"CELDA ASUNCION MITA II COUBICADO(JAMIGTAA) - ASUNCION MITA(JAMIGTAM)
10,000Mbps
12.52%","[(14.3295, -89.714102777778), (14.3309, -89.7074)]"
CELDA FINCA SAN IGNACIO - ASUNCION MITA,"CELDA FINCA SAN IGNACIO(JAMIGTFS) - ASUNCION MITA(JAMIGTAM)
10,000Mbps
12.51%","[(14.356888888889, -89.774027777778), (14.3309, -89.7074)]"
MATAQUESCUINTLA - CELDA PINO DULCE,"MATAQUESCUINTLA(LMATGTMA) - CELDA PINO DULCE(LMATGTPD)
100Mbps
15.74%","[(14.52675, -90.188861111111), (14.5427, -90.1608)]"
MATAQUESCUINTLA - CERRO FINCA CAÑALES,"MATAQUESCUINTLA(LMATGTMA) - CERRO FINCA CAÑALES(LMATGTFC)
1,800Mbps
4.56%","[(14.52675, -90.188861111111), (14.518888888889, -90.148055555556)]"
MATAQUESCUINTLA - CELDA MEDIA CUESTA,"MATAQUESCUINTLA(LMATGTMA) - CELDA MEDIA CUESTA(OSRFGTMC)
10,000Mbps
0.76%","[(14.52675, -90.188861111111), (14.439944444444, -90.115611111111)]"
MATAQUESCUINTLA - CELDA SAN RAFAEL LAS FLORES,"MATAQUESCUINTLA(LMATGTMA) - CELDA SAN RAFAEL LAS FLORES(OSRFGTSA)
700Mbps
25.02%","[(14.52675, -90.188861111111), (14.485277777778, -90.168333333333)]"
CELDA ALDEA SAN RAFAEL EL ROSARIO - ASUNCION MITA,"CELDA ALDEA SAN RAFAEL EL ROSARIO(JAMIGTAS) - ASUNCION MITA(JAMIGTAM)
10,000Mbps
11.71%","[(14.2823, -89.6637), (14.3309, -89.7074)]"
CELDA PINO DULCE - CELDA MIRAMUNDO,"CELDA PINO DULCE(LMATGTPD) - CELDA MIRAMUNDO(LMATGTMI)
100Mbps
6.7%","[(14.5427, -90.1608), (14.541416666667, -90.118888888889)]"
SAN PEDRO PINULA - IPALA,"SAN PEDRO PINULA(LSPPGTSP) - IPALA(UIPAGTIP)
50,000Mbps
5.26%","[(14.665027777778, -89.847083333333), (14.619655555556, -89.624519444444)]"
SAN PEDRO PINULA - JALAPA,"SAN PEDRO PINULA(LSPPGTSP) - JALAPA(LJALGTJA)
10,000Mbps
31.27%","[(14.665027777778, -89.847083333333), (14.6348, -89.982102777778)]"
SAN PEDRO PINULA - CELDA EL AGUACATE JALAPA,"SAN PEDRO PINULA(LSPPGTSP) - CELDA EL AGUACATE JALAPA(LSPPGTAU)
10,000Mbps
18.25%","[(14.665027777778, -89.847083333333), (14.647, -89.8331)]"
SAN PEDRO PINULA - CELDA AGUA ZARCA DE JALAPA,"SAN PEDRO PINULA(LSPPGTSP) - CELDA AGUA ZARCA DE JALAPA(LSPPGTAZ)
10,000Mbps
10.38%","[(14.665027777778, -89.847083333333), (14.650288888889, -89.856888888889)]"
LA CUESTA JUTIAPA_XT_SBA - CELDA JUTIAPA,"LA CUESTA JUTIAPA_XT_SBA(JTPAGTCJ) - CELDA JUTIAPA(JTPAGTJI)
10,000Mbps
4.19%","[(14.31359, -89.90942), (14.290277777778, -89.895555555556)]"
LA CUESTA JUTIAPA_XT_SBA - CELDA JUTIAPA COUBICADO,"LA CUESTA JUTIAPA_XT_SBA(JTPAGTCJ) - CELDA JUTIAPA COUBICADO(JTPAGTJC)
700Mbps
20.8%","[(14.31359, -89.90942), (14.296869444444, -89.904219444444)]"
JALAPA - MONJAS,"JALAPA(LJALGTJA) - MONJAS(LMONGTMO)
100,000Mbps
20.39%","[(14.6348, -89.982102777778), (14.50575, -89.866194444444)]"
JALAPA - CELDA MIRAMUNDO,"JALAPA(LJALGTJA) - CELDA MIRAMUNDO(LMATGTMI)
50,000Mbps
10.43%","[(14.6348, -89.982102777778), (14.541416666667, -90.118888888889)]"
JALAPA - CELDA JALAPA II,"JALAPA(LJALGTJA) - CELDA JALAPA II(LJALGTJ2)
1,000Mbps
9.99%","[(14.6348, -89.982102777778), (14.6315, -89.992138888889)]"
JALAPA - CELDA SANSAYO,"JALAPA(LJALGTJA) - CELDA SANSAYO(LJALGTSS)
1,000Mbps
34.28%","[(14.6348, -89.982102777778), (14.6725, -89.9494)]"
MONJAS - CELDA CERRO LAS FLORES,"MONJAS(LMONGTMO) - CELDA CERRO LAS FLORES(OCASGTFL)
1,400Mbps
76.18%","[(14.50575, -89.866194444444), (14.43975, -90.0925)]"
MONJAS - CERRO FINCA CAÑALES,"MONJAS(LMONGTMO) - CERRO FINCA CAÑALES(LMATGTFC)
1,400Mbps
56.79%","[(14.50575, -89.866194444444), (14.518888888889, -90.148055555556)]"
MONJAS - CELDA MONJAS CIUDAD,"MONJAS(LMONGTMO) - CELDA MONJAS CIUDAD(LMONGTMC)
10,000Mbps
9.34%","[(14.50575, -89.866194444444), (14.502527777778, -89.876527777778)]"
MONJAS - CELDA EL SALAMO,"MONJAS(LMONGTMO) - CELDA EL SALAMO(LMONGTSA)
10,000Mbps
7.29%","[(14.50575, -89.866194444444), (14.531138888889, -89.873283333333)]"
CELDA CHAPARRONCITO - CELDA CERRO EL RODEO,"CELDA CHAPARRONCITO(UIPAGTCH) - CELDA CERRO EL RODEO(JSCMGTER)
1,700Mbps
13.97%","[(14.5668, -89.657777777778), (14.475333333333, -89.709555555556)]"
CELDA CHAPARRONCITO - POZA VERDE,"CELDA CHAPARRONCITO(UIPAGTCH) - POZA VERDE(LSMCGTPV)
728Mbps
3.55%","[(14.5668, -89.657777777778), (14.516111111111, -89.698055555556)]"
EL PROGRESO JUTIAPA - ASUNCION MITA,"EL PROGRESO JUTIAPA(JPROGTPJ) - ASUNCION MITA(JAMIGTAM)
100,000Mbps
6.84%","[(14.356322222222, -89.844144444444), (14.3309, -89.7074)]"
EL PROGRESO JUTIAPA - CELDA LAS UVAS,"EL PROGRESO JUTIAPA(JPROGTPJ) - CELDA LAS UVAS(JPROGTLU)
10,000Mbps
13.44%","[(14.356322222222, -89.844144444444), (14.382472222222, -89.856888888889)]"
EL PROGRESO JUTIAPA - CELDA CUESTA DEL GUAYABO,"EL PROGRESO JUTIAPA(JPROGTPJ) - CELDA CUESTA DEL GUAYABO(JSCMGTCG)
10,000Mbps
11.24%","[(14.356322222222, -89.844144444444), (14.39625, -89.814694444444)]"
EL PROGRESO JUTIAPA - CELDA PROGRESO JUTIAPA COUBICADO,"EL PROGRESO JUTIAPA(JPROGTPJ) - CELDA PROGRESO JUTIAPA COUBICADO(JPROGTPU)
1,000Mbps
23.46%","[(14.356322222222, -89.844144444444), (14.354555555556, -89.848305555556)]"
CELDA SAN JOSE LA ARADA - IPALA,"CELDA SAN JOSE LA ARADA(USJAGTSO) - IPALA(UIPAGTIP)
10,000Mbps
11.97%","[(14.7339, -89.5709), (14.619655555556, -89.624519444444)]"
CELDA IXTACAPA - CERRO YUPILTEPEQUE,"CELDA IXTACAPA(JTPAGTIX) - CERRO YUPILTEPEQUE(JYUPGTCY)
100Mbps
18.19%","[(14.209611111111, -89.841944444444), (14.2094, -89.7995)]"
CELDA IXTACAPA - CELDA EL COMALITO JUTIAPA,"CELDA IXTACAPA(JTPAGTIX) - CELDA EL COMALITO JUTIAPA(JCOMGTCJ)
864Mbps
39.47%","[(14.209611111111, -89.841944444444), (14.115888888889, -89.900694444444)]"
CELDA IXTACAPA - CELDA JUTIAPA,"CELDA IXTACAPA(JTPAGTIX) - CELDA JUTIAPA(JTPAGTJI)
728Mbps
12.68%","[(14.209611111111, -89.841944444444), (14.290277777778, -89.895555555556)]"
CELDA IXTACAPA - EL ADELANTO,"CELDA IXTACAPA(JTPAGTIX) - EL ADELANTO(JADEGTAD)
864Mbps
23.84%","[(14.209611111111, -89.841944444444), (14.209611111111, -89.841944444444)]"
CELDA EL CAULOTE - CELDA LA FLOR ANAYITO,"CELDA EL CAULOTE(JTPAGTCA) - CELDA LA FLOR ANAYITO(JTPAGTFN)
10,000Mbps
11.89%","[(14.274916666667, -89.971472222222), (14.252555555556, -89.949361111111)]"
ASUNCION MITA - SAN CRISTOBAL FRONTERA,"ASUNCION MITA(JAMIGTAM) - SAN CRISTOBAL FRONTERA(JATEGTSC)
100,000Mbps
1.19%","[(14.3309, -89.7074), (14.184444444444, -89.668611111111)]"
ASUNCION MITA - CELDA ASUNCION MITA,"ASUNCION MITA(JAMIGTAM) - CELDA ASUNCION MITA(JAMIGTAI)
10,000Mbps
12.54%","[(14.3309, -89.7074), (14.330861111111, -89.707361111111)]"
ASUNCION MITA - IPALA,"ASUNCION MITA(JAMIGTAM) - IPALA(UIPAGTIP)
10,000Mbps
11.88%","[(14.3309, -89.7074), (14.619655555556, -89.624519444444)]"
ASUNCION MITA - CELDA EL TRAPICHE,"ASUNCION MITA(JAMIGTAM) - CELDA EL TRAPICHE(JAMIGTTR)
10,000Mbps
16.23%","[(14.3309, -89.7074), (14.269, -89.730797222222)]"
CELDA CALDERAS - CELDA QUEZADA,"CELDA CALDERAS(JSJAGTCA) - CELDA QUEZADA(JQUEGTQE)
10,000Mbps
1.98%","[(14.228861111111, -90.08238888888901), (14.27, -90.0299)]"
CELDA CALDERAS - CELDA EL CARPINTERO,"CELDA CALDERAS(JSJAGTCA) - CELDA EL CARPINTERO(JSJAGTEC)
10,000Mbps
1.13%","[(14.228861111111, -90.08238888888901), (14.24075, -90.110555555556)]"
IPALA - AGUA BLANCA,"IPALA(UIPAGTIP) - AGUA BLANCA(JABLGTAB)
100,000Mbps
7.16%","[(14.619655555556, -89.624519444444), (14.496666666667, -89.648888888889)]"
IPALA - CELDA CRUZ DE VILLEDA,"IPALA(UIPAGTIP) - CELDA CRUZ DE VILLEDA(UIPAGTCV)
10,000Mbps
11.65%","[(14.619655555556, -89.624519444444), (14.626194444444, -89.674055555556)]"
IPALA - SAN LUIS JILOTEPEQUE,"IPALA(UIPAGTIP) - SAN LUIS JILOTEPEQUE(LSLJGTSL)
10,000Mbps
24.46%","[(14.619655555556, -89.624519444444), (14.643333333333, -89.729722222222)]"
IPALA - CELDA ROSARIO EL MOJON,"IPALA(UIPAGTIP) - CELDA ROSARIO EL MOJON(UIPAGTRM)
10,000Mbps
12.18%","[(14.619655555556, -89.624519444444), (14.5979, -89.575)]"
IPALA - CELDA IPALA,"IPALA(UIPAGTIP) - CELDA IPALA(UIPAGTIA)
10,000Mbps
14.52%","[(14.619655555556, -89.624519444444), (14.617222222222, -89.624166666667)]"
JEREZ - CERRO YUPILTEPEQUE,"JEREZ(JJERGTJE) - CERRO YUPILTEPEQUE(JYUPGTCY)
1,400Mbps
76.8%","[(14.0906, -89.7586), (14.2094, -89.7995)]"
CELDA CRUZ DE VILLEDA - CELDA CUSHAPA,"CELDA CRUZ DE VILLEDA(UIPAGTCV) - CELDA CUSHAPA(LSLJGTCU)
1,000Mbps
17.17%","[(14.626194444444, -89.674055555556), (14.622869444444, -89.700088888889)]"
ATESCATEMPA - SAN CRISTOBAL FRONTERA,"ATESCATEMPA(JATEGTAT) - SAN CRISTOBAL FRONTERA(JATEGTSC)
100Mbps
1.97%","[(14.155555555556, -89.7375), (14.184444444444, -89.668611111111)]"
ATESCATEMPA - CERRO YUPILTEPEQUE,"ATESCATEMPA(JATEGTAT) - CERRO YUPILTEPEQUE(JYUPGTCY)
100Mbps
2.36%","[(14.155555555556, -89.7375), (14.2094, -89.7995)]"
CELDA MIRAMUNDO - CELDA LOS IZOTES EL CARRIZAL,"CELDA MIRAMUNDO(LMATGTMI) - CELDA LOS IZOTES EL CARRIZAL(LJALGTIC)
100Mbps
40.04%","[(14.541416666667, -90.118888888889), (14.652694444444, -90.121305555556)]"
CELDA MIRAMUNDO - CELDA REFUGIO,"CELDA MIRAMUNDO(LMATGTMI) - CELDA REFUGIO(LMATGTRE)
1,000Mbps
25.96%","[(14.541416666667, -90.118888888889), (14.5589, -90.13685)]"
CELDA MIRAMUNDO - MONJAS,"CELDA MIRAMUNDO(LMATGTMI) - MONJAS(LMONGTMO)
700Mbps
0%","[(14.541416666667, -90.118888888889), (14.50575, -89.866194444444)]"
CELDA ALDEA EL DIVISADERO - JALAPA,"CELDA ALDEA EL DIVISADERO(LJALGTAD) - JALAPA(LJALGTJA)
Mbps
41.54%","[(14.638194444444, -90.040277777778), (14.6348, -89.982102777778)]"
CELDA ALDEA EL DIVISADERO - CELDA URLANTA,"CELDA ALDEA EL DIVISADERO(LJALGTAD) - CELDA URLANTA(LJALGTUR)
924Mbps
23.59%","[(14.638194444444, -90.040277777778), (14.605605555556, -90.04447777777798)]"
CELDA ZAPOTITLAN - EL ADELANTO,"CELDA ZAPOTITLAN(JZAPGTZA) - EL ADELANTO(JADEGTAD)
1,000Mbps
12.13%","[(14.141402777778, -89.822977777778), (14.209611111111, -89.841944444444)]"
SANTA CATARINA MITA - CELDA CERRO EL RODEO,"SANTA CATARINA MITA(JSCMGTSC) - CELDA CERRO EL RODEO(JSCMGTER)
10,000Mbps
3.62%","[(14.4506, -89.7461), (14.475333333333, -89.709555555556)]"
SANTA CATARINA MITA - AGUA BLANCA,"SANTA CATARINA MITA(JSCMGTSC) - AGUA BLANCA(JABLGTAB)
1,000Mbps
11.09%","[(14.4506, -89.7461), (14.496666666667, -89.648888888889)]"
SANTA CATARINA MITA - SAN MANUEL CHAPARRON,"SANTA CATARINA MITA(JSCMGTSC) - SAN MANUEL CHAPARRON(LSMCGTSM)
728Mbps
87.75%","[(14.4506, -89.7461), (14.518611111111, -89.769166666667)]"
SANTA CATARINA MITA - CELDA SUCHITAN,"SANTA CATARINA MITA(JSCMGTSC) - CELDA SUCHITAN(JSCMGTSU)
1,000Mbps
10.61%","[(14.4506, -89.7461), (14.4188, -89.8062)]"
AGUA BLANCA - CELDA FINCA LAS LOMAS,"AGUA BLANCA(JABLGTAB) - CELDA FINCA LAS LOMAS(JSCMGTFL)
10,000Mbps
12.89%","[(14.496666666667, -89.648888888889), (14.489361111111, -89.683341666667)]"
AGUA BLANCA - CELDA EL OBRAJUELO,"AGUA BLANCA(JABLGTAB) - CELDA EL OBRAJUELO(JABLGTOB)
10,000Mbps
10.75%","[(14.496666666667, -89.648888888889), (14.452, -89.631722222222)]"
AGUA BLANCA - CELDA CERRO EL RODEO,"AGUA BLANCA(JABLGTAB) - CELDA CERRO EL RODEO(JSCMGTER)
100Mbps
10.6%","[(14.496666666667, -89.648888888889), (14.475333333333, -89.709555555556)]"
CELDA CUESTA DEL GUAYABO - CELDA EL LIMON JUTIAPA,"CELDA CUESTA DEL GUAYABO(JSCMGTCG) - CELDA EL LIMON JUTIAPA(JSCMGTLJ)
10,000Mbps
11.04%","[(14.39625, -89.814694444444), (14.384138888889, -89.805638888889)]"
JALAPA - LAS LOMITAS_XT,"JALAPA(LJALGTJA) - LAS LOMITAS_XT(LJALGTLO)
10,000Mbps
0.83%","[(14.6348, -89.982102777778), (14.5985889, -89.9641389)]"
JALAPA - CELDA CASERIO LOS LOPEZ,"JALAPA(LJALGTJA) - CELDA CASERIO LOS LOPEZ(LJALGTCL)
1,800Mbps
38.51%","[(14.6348, -89.982102777778), (14.5868, -90.0906)]"
JUTIAPA - CELDA ACEQUIA JUTIAPA,"JUTIAPA(JTPAGTJU) - CELDA ACEQUIA JUTIAPA(JPROGTAJ)
10,000Mbps
11.62%","[(14.2875, -89.894444444444), (14.322666666667, -89.862666666667)]"
JUTIAPA - CELDA LAS TRANCAS JUTIAPA,"JUTIAPA(JTPAGTJU) - CELDA LAS TRANCAS JUTIAPA(JTPAGTTJ)
10,000Mbps
14.51%","[(14.2875, -89.894444444444), (14.262527777778, -89.863416666667)]"
JUTIAPA - CELDA JUTIAPA COUBICADO,"JUTIAPA(JTPAGTJU) - CELDA JUTIAPA COUBICADO(JTPAGTJC)
10,000Mbps
11.94%","[(14.2875, -89.894444444444), (14.296869444444, -89.904219444444)]"
CELDA EL OBRAJUELO - CELDA QUEQUESQUE,"CELDA EL OBRAJUELO(JABLGTOB) - CELDA QUEQUESQUE(JABLGTQU)
10,000Mbps
12.76%","[(14.452, -89.631722222222), (14.425694444444, -89.652027777778)]"
CELDA EL OBRAJUELO - CELDA LAGUNILLA JUTIAPA,"CELDA EL OBRAJUELO(JABLGTOB) - CELDA LAGUNILLA JUTIAPA(JABLGTLJ)
1,000Mbps
18.18%","[(14.452, -89.631722222222), (14.459416666667, -89.5945)]"
CELDA AMAYO INGENIO - CELDA LAS TUNAS I,"CELDA AMAYO INGENIO(JTPAGTAI) - CELDA LAS TUNAS I(JTPAGTTI)
10,000Mbps
7.14%","[(14.319694444444, -89.944611111111), (14.301611111111, -89.920583333333)]"
CELDA AMAYO INGENIO - CELDA LAS MARIAS,"CELDA AMAYO INGENIO(JTPAGTAI) - CELDA LAS MARIAS(JTPAGTMA)
1,000Mbps
15.09%","[(14.319694444444, -89.944611111111), (14.355972222222, -89.972388888889)]"
CELDA ENCINO GACHO - CELDA RETANA,"CELDA ENCINO GACHO(JTPAGTEG) - CELDA RETANA(JPROGTRT)
10,000Mbps
13.5%","[(14.404194444444, -89.890277777778), (14.399138888889, -89.860722222222)]"
CELDA EL TRAPICHE - CELDA SHANSUL,"CELDA EL TRAPICHE(JAMIGTTR) - CELDA SHANSUL(JAMIGTSH)
10,000Mbps
0.67%","[(14.269, -89.730797222222), (14.257472222222, -89.716416666667)]"
CELDA DON DIEGO QUEZADA - CELDA QUEZADA,"CELDA DON DIEGO QUEZADA(JQUEGTDD) - CELDA QUEZADA(JQUEGTQE)
1,000Mbps
21.74%","[(14.276130555556, -90.008147222222), (14.27, -90.0299)]"
CELDA SANTA GERTRUDIS QUEZADA - CELDA QUEZADA,"CELDA SANTA GERTRUDIS QUEZADA(JQUEGTSG) - CELDA QUEZADA(JQUEGTQE)
670Mbps
33.37%","[(14.323666666667, -90.035388888889), (14.27, -90.0299)]"
CELDA AGUA ZARCA DE JALAPA - CELDA SANTO DOMINGO PINULA,"CELDA AGUA ZARCA DE JALAPA(LSPPGTAZ) - CELDA SANTO DOMINGO PINULA(LSPPGTSD)
1,000Mbps
16.46%","[(14.650288888889, -89.856888888889), (14.620166666667, -89.890916666667)]"
CELDA RETANA - CELDA LAS UVAS,"CELDA RETANA(JPROGTRT) - CELDA LAS UVAS(JPROGTLU)
10,000Mbps
12.96%","[(14.399138888889, -89.860722222222), (14.382472222222, -89.856888888889)]"
TECTITAN - CELDA JARDIN DE FATIMA,"TECTITAN(HTECGTTE) - CELDA JARDIN DE FATIMA(HTECGTJF)
1,700Mbps
56.33%","[(15.3076, -92.06089722222201), (15.2769, -92.0502)]"
TECTITAN - CELDA LAS BELLOTAS,"TECTITAN(HTECGTTE) - CELDA LAS BELLOTAS(HTECGTBE)
1,700Mbps
44.4%","[(15.3076, -92.06089722222201), (15.422027777778, -92.058694444444)]"
CABRICAN - CELDA PALESTINA DE LOS ALTOS,"CABRICAN(QCABGTCB) - CELDA PALESTINA DE LOS ALTOS(QPAAGTPT)
1,000Mbps
13.34%","[(15.073888888889, -91.648055555556), (14.9359, -91.69370277777799)]"
CABRICAN - HUITAN,"CABRICAN(QCABGTCB) - HUITAN(QHUIGTHU)
10,000Mbps
5.04%","[(15.073888888889, -91.648055555556), (15.0493, -91.646102777778)]"
CELDA CUMBRE BUENA VISTA - CELDA PALESTINA DE LOS ALTOS,"CELDA CUMBRE BUENA VISTA(QPAAGTCB) - CELDA PALESTINA DE LOS ALTOS(QPAAGTPT)
1,000Mbps
16.48%","[(14.9118, -91.669833333333), (14.9359, -91.69370277777799)]"
CELDA SAN PEDRO SAN MARCOS - CELDA LA BARRANCA,"CELDA SAN PEDRO SAN MARCOS(NSPSGTSE) - CELDA LA BARRANCA(NSCCGTLB)
100Mbps
20.06%","[(14.9662, -91.78399999999999), (14.907305555556, -91.770138888889)]"
CABRICAN - CELDA RIO BLANCO,"CABRICAN(QCABGTCB) - CELDA RIO BLANCO(NRBLGTRL)
10,000Mbps
2.97%","[(15.073888888889, -91.648055555556), (15.042, -91.6817)]"
CERRO COTZIJ - CELDA IXCHIGUAN PUEBLO,"CERRO COTZIJ(NSJOGTCO) - CELDA IXCHIGUAN PUEBLO(NIXCGTIP)
10,000Mbps
1.96%","[(15.186702777778, -91.94868888888898), (15.1625, -91.93436111111099)]"
CERRO COTZIJ - CELDA CONCEPCION TUTUAPA,"CERRO COTZIJ(NSJOGTCO) - CELDA CONCEPCION TUTUAPA(NCTUGTCU)
10,000Mbps
18.1%","[(15.186702777778, -91.94868888888898), (15.247166666667, -91.84305555555599)]"
CERRO COTZIJ - CELDA BOXONCAN (SIBINAL Y TAJUMULCO),"CERRO COTZIJ(NSJOGTCO) - CELDA BOXONCAN (SIBINAL Y TAJUMULCO)(NTAJGTBO)
1,800Mbps
19.42%","[(15.186702777778, -91.94868888888898), (15.1111, -91.91640000000001)]"
CERRO COTZIJ - CELDA SAN JOSE OJETENAM,"CERRO COTZIJ(NSJOGTCO) - CELDA SAN JOSE OJETENAM(NSJOGTSO)
100Mbps
19.8%","[(15.186702777778, -91.94868888888898), (15.235833333333, -91.96713888888901)]"
CERRO COTZIJ - CELDA HUISPACHE,"CERRO COTZIJ(NSJOGTCO) - CELDA HUISPACHE(NCTUGTHU)
1,812Mbps
65.49%","[(15.186702777778, -91.94868888888898), (15.304638888889, -91.933527777778)]"
SAN MARCOS - CELDA PIEDRA GRANDE SAN MARCOS,"SAN MARCOS(NSMAGTSM) - CELDA PIEDRA GRANDE SAN MARCOS(NSPSGTPR)
1,848Mbps
42.87%","[(14.963333333333, -91.791111111111), (14.9842, -91.786002777778)]"
SAN MARCOS - CELDA SAN ANTONIO SACATEPEQUEZ,"SAN MARCOS(NSMAGTSM) - CELDA SAN ANTONIO SACATEPEQUEZ(NSASGTSN)
10,000Mbps
12.22%","[(14.963333333333, -91.791111111111), (14.955027777778, -91.713666666667)]"
TACANA - CELDA SAN ANTONIO TACANA,"TACANA(NTACGTTA) - CELDA SAN ANTONIO TACANA(NTACGTSA)
1,400Mbps
1.67%","[(15.237777777778, -92.069722222222), (15.22325, -92.048833333333)]"
TACANA - CELDA JARDIN DE FATIMA,"TACANA(NTACGTTA) - CELDA JARDIN DE FATIMA(HTECGTJF)
1,000Mbps
0%","[(15.237777777778, -92.069722222222), (15.2769, -92.0502)]"
TEJUTLA - CELDA SERCHIL PUEBLO,"TEJUTLA(NTEJGTTE) - CELDA SERCHIL PUEBLO(NSMAGTSP)
50,000Mbps
8.47%","[(15.122805555556, -91.80530555555602), (15.065527777778, -91.833111111111)]"
TEJUTLA - CELDA CHOAPEQUEZ,"TEJUTLA(NTEJGTTE) - CELDA CHOAPEQUEZ(NIXCGTCO)
840Mbps
77.17%","[(15.122805555556, -91.80530555555602), (15.079166666667, -91.866388888889)]"
TEJUTLA - CELDA COMITANCILLO,"TEJUTLA(NTEJGTTE) - CELDA COMITANCILLO(NCOMGTCM)
700Mbps
7.71%","[(15.122805555556, -91.80530555555602), (15.0959, -91.73610000000001)]"
CELDA SAN ANTONIO TACANA - CELDA SAN JOSE OJETENAM,"CELDA SAN ANTONIO TACANA(NTACGTSA) - CELDA SAN JOSE OJETENAM(NSJOGTSO)
1,848Mbps
26.36%","[(15.22325, -92.048833333333), (15.235833333333, -91.96713888888901)]"
